AA4GC72H2UZQ4,+1
A1J1QS7I60O018,+1
A2V18JN5XI2GOB,+1
A3RPL2RYFV2HVZ,+1
A1HEI1CQHCNB0V,+1
A7EJERNB7IK3Z,+1
A1FEP94TP15RG0,-1
A2IKJOQVJG9JL3,+1
A250DA7FHOZ15B,+1
A3HXME9ZRYK5P,-1
A1OG3QEAW69749,+1
A2RME4353Y911C,-1
A104NBZOSZODEQ,+1
A2A5RQRIUHGVOM,-1
AYKK46NTS0MUZ,+1
A3MCIDR343EMRP,+1
A3VS66YC7IXCC2,+1
A9SJ5ZT9924DB,+1
A1NVKR2POLRON8,+1
AIS5E4AT749TT,+1
A1EPP56A17R62Q,+1
A21J6NI4JKSOK2,+1
A31N6KB160O508,+1
A3SSVI14J5S3UJ,+1
A3FIBCSCXXZ38G,+1
A31MZR41SM9JU5,-1
A3HQKFTDZZZHNR,+1
A24B9YQ1YWFHLF,+1
ACAIEIV03NBHY,+1
A36PPDWYJKK8SG,+1
A3AQMFF8BIQ6M4,+1
AV03AG7NZN5P8,+1
A2WE93LJX8PMT1,+1
A145WP4BLE31XM,+1
A2MUGFV2TDQ47K,+1
A2INYBYIGCBU9T,+1
A6L6ADVQQIFLL,+1
A1RETZE165IHP8,+1
A5FBDIZ6VV4L6,+1
AEPEDQPMVQUUR,+1
A12JZ2L90VL35Y,+1
AQDKKTFH5XREM,+1
A2DHA9BIS3NB2H,+1
A2VI53GHHGRBK2,+1
A3HTT401A6216J,+1
A1FWFCJU2G7TRA,+1
A26NEQFG6FIBXH,+1
A2I1FCE78576GM,+1
APPDY8ZYWPBOJ,+1
A142CJN2IB9C9Q,+1
A3EXWV8FNSSFL6,+1
A3OWU1R4LAL8GF,+1
AHVASC86C9VPS,+1
A3MTY0ZE9WYJHL,+1
A1M2ZUUDE40BW5,+1
A1HI4GHMPIQ5YY,+1
AQ5DOLCW77FEE,+1
A2L35P0VQE7LBN,+1
AR00NS8HUD13Y,+1
A30HHGQ1P5OXTZ,+1
A16BX5YGVLJEJI,+1
A36HEY6E2XQT75,+1
A1LQ1KQU70QGA,+1
A356TMH6DQFT2E,+1
AORGKBNQZ83O8,+1
A3NFXPFK2E58B6,+1
AZ26CDSJ363AH,+1
A18RIOMAB7DJQ,-1
A3VNZ2DMCCAMED,+1
ABK32ED0M15MR,-1
AFZILYQ3IMG9G,+1
ADNA24AADKBQ9,+1
A3SLPC4WE0HVAV,+1
A2TPM6XC32QPW9,+1
A1SO1PGDNVMLXC,+1
A1VRK6CZDH1U56,+1
A1ADMN7EY9STCO,+1
A2DYSR56EFNYJX,+1
A3H1Y72CU3O9O0,+1
A3Q7C0V12LS2WF,+1
A38HBNKB5R2SJY,+1
A1RH1D58EN35EX,+1
A8WWKP4IPMD7,+1
A12ENBT314RFXR,+1
A16I6WJUEBJ1C3,+1
A16OSI6MRANO0D,+1
AMDREWLSOT8ID,+1
A2B7BUH8834Y6M,+1
AP6OL1S616QPD,+1
A2HCKBBEXELJ3R,+1
A2I5M1X863QB8L,+1
AXD7RT6ARS6C1,+1
A2CPAJT5GV9C7Y,+1
A3L35NP2WR87LI,+1
A3EO7N1F1NPF64,+1
AJLW1DZSHOVGW,+1
AFBAML6LS05KB,+1
A3KWE0MDWK5BN7,+1
A236IN6J0H7E2V,+1
A3L9NGPTBJBQEL,-1
A3P84TZX9X1B3X,+1
A28Q0JA9H8WZOD,+1
AF7KVFTGUBK98,+1
A3EH0O05YNABWG,-1
A1XMXW9OQTRNE8,+1
A2U8CXFE06D663,+1
A3US1QSEMTLW18,-1
A3TJPSWY2HE4BS,-1
A1G6SB0FDFG9TB,+1
AZ4T61QUJHA9E,+1
A3OJODCRBTTF51,+1
A3SJUCPMB971EJ,+1
AZG3HY4YMNDBB,-1
AY1B3M3M4WC1A,+1
A2YKMLYKSVBIJA,+1
A3NKSVKXMM5I4T,+1
A1S2RLVMEVPXWL,+1
ABCNNP742AV30,-1
A1U2VI8HX5ZXC1,+1
AQXR5XB3URGK9,+1
AFVF6MM3UN44N,+1
A1ADBFXP4CFNRA,-1
A1698Y18IW609N,+1
A1GGE62MH8TT5P,+1
A311GV8XGDIEOY,-1
A94HQKQR8IZF1,+1
A297OARE76DMYM,+1
A1TNK6MP89YXY2,+1
A2RKTYBWHIUD02,+1
A1DB4U8ISVULVE,-1
AJXA1LEPPNFW4,-1
A2V2GS1VOYGP2Y,+1
A1WP7H0MXYV81D,+1
A10AFVU66A79Y1,+1
ASBLUZWS98EM2,+1
AY3IAMPH9O3XE,+1
ABRS0P2QFS1QP,+1
A2211XUAO701D7,+1
A3L8EWT1CFSPT1,+1
A2IAHIO9LCK1VO,+1
A8X0LK83DLNRS,+1
A3MJARDJ31M698,-1
A948FPTGYXYBO,+1
AD1QYPQT28F0U,+1
A35R4H6CQEUIWV,+1
A1BSQ83BO7I1FV,+1
AWGO3M6ZI4KKH,+1
AXERH6EMBR7MC,-1
A2AXHGGXK5SZ8,+1
A1HWGML9OCYCP3,+1
AC6OYOJRD3MUU,+1
A3NM8FRJ8I1TES,+1
A2WJ1V4LK1578Q,+1
A398JRWHVAVZ9U,+1
A1TGUV7508AXPV,+1
ACVG9KKQKTC3F,-1
A1JEZHC7537JO4,-1
A1C1R6922S2V5Y,+1
A37USOKUTI724H,+1
A15XSWG3ZX9SHS,+1
A1YV4U8304IQ,+1
AIDL4DGVARK25,+1
A1L4RDILGM7D9E,+1
A19XMHRB3G4DIR,+1
AV6G07JV1P9YC,+1
ATKC23BG2B0R7,+1
A2S83TYNA9FR1E,+1
A1Z54EM24Y40LL,+1
A3IMO49QD6OYKN,+1
A2YWRWSLEJRM92,+1
A15OKXTGDML5MJ,+1
A1EARN5PUVIF1S,+1
A3JCWGHCVC2ZNF,+1
A37T8V8TLYVIXQ,+1
A3UTK9FHYS23EW,+1
AJ6IKN18GPK5N,+1
A2C9XE9I8RSKNX,+1
A1CRZ7NFROF4HX,+1
A2SIXFF0M93G27,+1
A2MH83HHGLM72E,+1
A2MHH4FWA6B6FV,+1
ALSAOZ1V546VT,+1
AMRMK86X3PKXD,+1
AXVNVV5VH5XZY,+1
A266OAY9BKJH5A,+1
A3HQRF30P9UFBL,+1
A3CF21PXZHTEDJ,+1
AOP37U60U9JKU,+1
AORJTIS3UJMX5,+1
A3KQ9HS0D646J2,+1
A1SHX777NCRX1C,+1
A144UN94BWDYXM,+1
A3NQTNQ9W0XF1K,+1
A2WKZTY8BSS7WJ,+1
A3C00N4UHA5XYX,+1
A38TG4C4RZCIF6,+1
A2F1K346NIUSY1,+1
A20XKFP1MCCBOQ,+1
A1W8M57U8NKEEC,+1
A1UF2ALNA3YHEW,+1
AE29A0NN7V5I0,+1
A1V3T2U0NR30Y6,+1
A3T8J075H85W5A,-1
A3J56VQ11MKTJT,+1
A2281IK7K4MRMY,+1
A3NL4VV8FXZ266,+1
A2B8GXSCB1R05T,+1
A2PL0US7RN67G,+1
A2A9X58G2GTBLP,+1
A2817AWABAP3RC,+1
A2KA3OSWQIO67I,+1
A3P3U42S4A2YHQ,+1
AGKR2TF00A5OD,+1
AHIK7BUXFRMT8,+1
ANF0XRBISV40,+1
A2429SSTK8K5US,+1
A16O0S1QROXGJM,+1
A2N3N439PRGV3I,+1
A2VAD79S4A06DD,-1
A3ANHFRO0BMR85,+1
A3PNLVU1ZX1XJG,-1
A2Q11LO2M5GXDU,+1
A3GR1W9KZ62MTJ,+1
A1JUPMQ29HWR1W,-1
A3A57JYKU82ZRW,+1
AYQXVKGCQ1L1Z,-1
A3BWJUI2NCO409,+1
A2TA37C7P7711W,+1
A3AMDR3RZP1RQQ,+1
A1CHH7M2J6SHA5,+1
A2GCXTM1C11I1A,+1
A2IGRTQZXLRTS7,+1
A3NQ0PVNWRR0Z6,+1
A7WEPZL9UYZML,+1
AENLD33KQ6MJ4,+1
A2GQ7GU0LEQDNF,+1
A2VM61X81MSHHW,-1
A2ZBLKE83EFNGA,+1
A15GDVKMYRUPRC,+1
A36C9DYRKYZI3C,+1
AJ0XANDMK645Q,+1
AT9U5ZE5OO84C,+1
A1FK9YLS9IEQGO,+1
A2ASW24UL56E3H,-1
A20YTSYB64D24I,-1
AER05ICVO0ECJ,+1
A1H6VW0W3UIK0K,-1
ABBQNOK1V3521,-1
AYGIIQGSHKZNI,+1
A26SYXM0IZMYPN,-1
A106MNO7PYG1WL,-1
A37PV5GMP2ILJC,+1
A276BKCK4ZE7EW,+1
ASDCYQT0UQ1ZF,+1
A1F03GQAHBFVGU,+1
A2YQR3A1S9A571,+1
AL7LDDJ04Z18Q,+1
A2FBP7NGRMG73O,+1
AGZKJ1RCAT9Z9,+1
A18M0KQ6RPH2JD,+1
A2XFFETFCW2A6K,-1
AM45SEDUILCHI,+1
AKHFY3VCNZL2W,+1
A2NI95Y8UNE85D,+1
A2CLDRW7GVDOZ1,+1
A2FKVOV9422KOS,+1
A1YUL9PCJR3JTY,+1
A1S0EW0NLMFVAB,-1
A2W9I628I6SE1U,+1
AW7JE3I8B72PS,+1
A86BC3J6G60UC,+1
A2SS2Z1T1LXTWG,+1
A232HMXXW8Z6XT,+1
A3CV7TZLXQGWA8,+1
A1RJUXDK64O91A,+1
A1R0Z1BJGWRH8E,-1
A2AMU2D350BAOF,+1
A17X8OG3YEZBDJ,+1
A3T4KSOOS8FIU3,+1
A21QS27OBPVWTL,+1
A1J52MX2YDWSU0,+1
A39MB61G68XLS4,+1
AUBJ799D34OPD,+1
AXLEXZ750G5SE,-1
A3JCSJC01SIAQX,+1
A1W66FBLS1VXTE,-1
AXQIHSF9KK7CO,+1
A2GT59NKF3231S,-1
A278535AIRIJMV,+1
A1UJP71YUPP9FS,-1
A1B2HCS03AC5DT,+1
A3HXIIRWL92LID,-1
AVR3F6VQYIMZW,+1
A14WNZ8T1YITTT,+1
A3FRPRII69O8GM,+1
A3RJD5EC6MYEE7,+1
A3DPH7DOW5RLQ5,+1
A29B2WW3SIG9BZ,+1
AVD4CW13F9JF5,+1
A1LIV9QXL6YEU8,+1
A3TPLK0JV6NKK6,+1
A9101KNY0S3H2,+1
A15ASTBZBU7AXD,+1
A2HADFGH442QE7,+1
A1UR1B8MLEX5LF,+1
A3D8YWC5M2MDV,+1
A6GMEO3VRY51S,+1
A3A3RB38KY7WTM,-1
A2A97SK9GI8ZQY,+1
A3UPTWOH5Y4SD3,+1
AJV2QY96IVPVM,+1
A2E3SQ2J7AB0JL,+1
A31GQ2U36G30IG,+1
A3PRVC4V2CZAPR,+1
A17IGFR37ISWPL,+1
A29JUMRL1US6YP,+1
A1PB97BLMR9X2S,+1
A16Q1LYIDE2WDZ,+1
A1VL2RQ4J7JUMR,+1
A34UVV757IKPVB,+1
AHA3EU8E216Z6,+1
A3A84PZSD9J6AL,+1
A2SZWFJX0783BF,+1
A3KZLIEGCSSM5L,+1
A6KL17KKN0A5L,+1
ALJ77PYM7D513,+1
A1F7SX3GNVBNE3,+1
AQQ79QLD9K4OF,+1
A28KCF8N1U7MAF,+1
A3DPQLR4M6INKH,+1
AFAPAQFCEYVNT,+1
A1TB6EJFXJDW12,+1
A32PW3Z8XYOZUM,-1
A233OPIX0YGN98,+1
AYSYN1KLL6W5D,+1
A3QCK1EO62XSND,+1
A3G5MOHY1U635N,+1
AFO5O26ZO244A,+1
A3MF5Q9IHZR6IY,+1
A1JE5UZ4S352NV,-1
A1WBAQ6919P3BW,+1
ARVQ4KDMT0FS9,+1
A2TJG4N8LNJW23,+1
A1T6C1X1CG9BEA,+1
A3E5PHPXUU0T58,+1
A2ED4B451YNIRG,-1
A134S6TOUH24QV,+1
A22I8SLCVGXC5X,+1
A37BNU9KEYV2UC,+1
A22CW0ZHY3NJH8,+1
A2SUWSNZP5OJ7T,+1
A347XJQ184KKXU,+1
A2WBH4ZM4J8RDK,+1
A5335DEXO3PB9,+1
A2DB720I9XRX7K,+1
A15H73KHFVDRCW,+1
A1BET7AUXYEHCJ,+1
A3PL5U3JYRSWQ1,+1
AZ5X928CQPRJN,+1
AC4UHSIEKM35K,+1
A35ILISZIIEI1E,+1
A1VJ5NI12T31HD,+1
A1Y7N490JGD06U,-1
A8P8KPVXCWV9R,+1
A2X7CQ27QJ16HV,+1
A10Q1QIHVXKT8M,+1
A3H7NPNDMGLOU4,+1
A1XJ2998CTGERT,+1
A7JW9WS18LOKX,+1
A18CWBL4WXMT96,+1
A12OC9ZA779927,-1
A1RWFQ6GR72S8C,+1
ALRZBB393F38U,+1
A3FY3H6F4249E0,+1
A2NPMFYIJ1J7XS,+1
A1MOH4G96RL54O,+1
AC57NCZZMO67O,+1
A3FBOUQQWKO2T2,+1
A2PF32UUERJXB8,+1
A34KXKL8AA6ZY4,+1
A3UQXHI88S7XAX,+1
A1X2GWDA6TTWY8,+1
A2XPZJEV1JP19U,+1
A2FLP1M2MP0NYK,+1
A2FO1R8FB6BLDI,+1
A3K0YGF422W6GK,+1
ACYR6O588USK,+1
A1F6BHEYB7R6R7,+1
A10T2H6N4BDQ7I,+1
A3VDQD94VOMAXA,+1
A39EW9DLVX70B9,+1
A3F9DLB6ZLL13B,+1
A1KLA02LZXAT46,+1
A1YGCU0QQKZC29,+1
AMPPPNBMRAEBF,+1
A3NHUQ33CFH3VM,+1
A3J30T6XOU0BWS,+1
A3U41ZL33SS92P,+1
A1GQGYROVZVW49,+1
A3Q3FT2J9P3FGK,-1
A1C573233MQPPI,+1
A1O3X2RXPIB8XF,+1
A35AO17K502IOK,-1
A1HPTOV8GP10FI,+1
A33SF0MD1XMGZ,+1
A1A0UP9WW8UDDV,+1
A8NUOJQ9GQ2VJ,+1
ANU1MAZBJQIA0,+1
A1SQ7NX5805BXU,+1
A2N5YX7DLGPG3K,-1
A3HZZYLFH0R397,+1
A1UUPJ50XEPSYW,-1
ADZM7KBKRNLD,+1
AHNQ1JNX52P01,+1
A1ZBQ5QL976804,+1
A10TCTBUQRY3RC,+1
A2NIWOK7H2EWRR,+1
A85V7EAHDOMA4,+1
ADF5WNMEPD5KT,-1
A3ES3MNTQFVTYY,+1
A1WE8KTC20NY65,+1
A35LT14WG5BX0T,+1
A2VH0UT5EQFB6P,+1
A2ZTQGLCU3LU74,+1
A3L9ITICJRQWT9,-1
AHOSY8W7EWK4O,+1
A1MMTCL1JTBR6K,+1
A1G6Q2NQMJ2C3X,+1
A3I9L8C5HNTVJB,+1
A2KWAK0GAA8IBW,+1
A1ODOGXEYECQQ8,+1
A3AVZFYNP9PHMG,+1
A2FS9CYCWC6HLW,+1
A2SSV6KM3W1VFD,+1
A10SJ9VQFNFM73,+1
A3RU3PJ3NUCN2J,+1
A2QVVNPG3CTFVR,+1
A1W415JP5WEAJK,+1
A2OH3FUSQ6P0KL,-1
ASEGKEBLODKZE,+1
A1C8RYQYYQAPA3,+1
A3B1360JOYS0GJ,+1
A2V671K0SSKI0V,-1
A3TSIOLMFAQRZN,+1
A1080SE9X3ECK0,+1
A3DDFG67CTADLU,+1
A1HBC0NBQJHT7X,+1
A249W93JNSUZ9Q,+1
A3UP5T3NEQ0E5S,+1
A1MUQUK1M4UK16,+1
A1OXGA8F2SP7PJ,+1
A1W3TUKVZW0NE3,-1
A2YKWYC3WQJX5J,+1
A3SUE09UYSCJ1Q,+1
A16ECV9511MGE5,-1
AF7DZ97VNSEWN,+1
A2XPDQ3CMATK67,+1
A29IPF6KF8D5YW,-1
A4DTM6B4IBYQX,+1
A3S9DOTT4Z8JF9,+1
A2VIBZWD67KTKC,+1
A37HCYJX1CTSF3,+1
AQ8WRF7TE5PPS,-1
ABEXK4W0JNE6M,+1
A27MOT4ZIUAKIW,+1
A2GR7SRMJ54RG7,+1
AH8NYD41MAT61,+1
A2J5MKMYFKO0ZB,+1
A13T0V3LHOTHDL,+1
A5OWTJLIR5Y7K,+1
A3TS7BAOQ47DI7,-1
A1U37D8Q1ZQGFC,+1
A31G8HV0HQSG8L,+1
AW2V6X7C483BD,+1
A31GENNDY669Z1,+1
A2E30DTXCQ807J,-1
A1MC6BFHWY6WC3,+1
A2APBHKZCMD6DO,-1
A2IN66QZMBXRCT,+1
A3TX1OZ9LZWUEK,+1
AALIINL2LPJEL,+1
A3HTS3RFGNT6HC,+1
A1VCOTDOS8WDWZ,+1
AA56INWQK0RKY,+1
A1804Z5697O7SX,+1
AOVROBZ8BNTP7,+1
A3RGPBC7HZA8V4,+1
A2ADMKAMXLOQ6J,+1
A361LFHSJ9G09G,+1
A2MOJANFPX353G,+1
A24HWYHR28JJ7A,+1
A28J1BTDYVPKHG,+1
ARQPQ8LF5NTEZ,+1
ARC41G0OK4HA5,+1
A2EPRB513HYKV8,+1
AANQHZLEOYPZW,+1
A331T1MEPUCBYV,+1
A3NKRBAWSVGMLA,+1
A2EDZE5T2P2U7T,+1
A2UEPC8TKR5YX7,+1
A1RADTHXONQYP0,+1
A1EYQFLURDOM3D,-1
A1L91NLNUQSOEW,-1
A2MXPIUZYSVHBP,+1
A3M174IC0VXOS2,+1
ABQO8Y591T96X,+1
A21VRPTG99PC3K,+1
A2LSBXARAF7OOX,+1
A21FG5A07GCSCL,+1
A14KF2FEEDGNZ9,+1
A1EX90COGDTVFS,+1
A191T1D7JURDMI,+1
A2P3GLJU22VAMD,-1
A276CFPBYBLQNT,+1
A24CTJ2DO0AJ62,+1
A3PVQGDJCOUZD1,+1
A1GB6K7PQA8DN5,+1
A1UE15X3SNLJ57,+1
A3EICZTLGAJQFL,+1
A2YUIWAG8GIXHO,+1
A2ZY23X9IKXMON,+1
A1EBJF0JQWR90D,+1
A1RNN3EKXDFHCB,+1
A2A008V39X3J0K,+1
AQQLWCMRNDFGI,+1
AU3GYRAKBUAEU,+1
A3NIA27T3QOFOV,-1
A1RMYTOAF6FXM6,+1
A1RA68NKGP5LK6,+1
AKGG1DDHNA7XW,+1
A3PC3MU9CQCGSF,-1
A2KXRMLVN693R6,+1
A2L19XLK1JQS3I,+1
A1LQMI5ASSB1OY,+1
A2IJ7JFHB94EKX,+1
A1421EDED1JI4I,+1
A258FXO3O8EQQE,+1
A5CR6GP49HVEE,+1
A2G7B7FKP2O2PU,+1
A3AOF4C0MXEQSP,+1
A389KK46AH771B,+1
AF8XI1GPGSCH3,+1
A1BUQFI9H7CKTD,+1
A1KIE0P0LYVGFK,+1
A2WP82F8OT207X,+1
A3UEALZPSRM9II,-1
A1QLF7ULGL1D3Q,+1
A181WJD6XNAN1Q,+1
AQKK1FF4LFFBH,-1
A2ZSC81MXLBELX,+1
A3841OH5SMWSG4,+1
ARU2H2PYTNCAX,-1
A1QOK5WCD3KEDC,+1
A31J176KH7ZZEY,+1
AR3W7J6L7HFDJ,+1
A20A2SOQ4E05FZ,+1
AFZVLC07XD0M7,+1
A2GOTW3U8IIR7J,+1
A2O5CCUSFNMBDB,+1
A3RYIEKT0DPBWG,+1
A14I4G6NE1AEHJ,+1
A3NKQ6NPDL9J7Q,-1
A2UXU21SUAV4B6,+1
A2X96RSSCVYKCR,+1
A2G95XU4Z814XG,+1
AHFT1TU6FEFQ8,+1
A3MLOUYSAIGOFY,+1
A1PYBVIV3V5UO5,+1
A1TTREMB4DDEX7,+1
A34EGKN2KDX08N,+1
A3N1GMN95DB291,+1
AUHY32O2O6KH6,+1
AMQAR4BE69OD7,+1
APDJAP3RELMS5,+1
A3FU9DEQK8GFJM,+1
A27VBMB8NNKEJU,+1
A1V63QX9C0A0OQ,-1
A3GOEFCWETC23E,+1
A2H5ROZZC74XN1,+1
A2AHJFRKTRPELY,+1
AZLZKIKS2802U,+1
A1WXJ1I42UOQ2V,+1
A1H4NF2OI9P8P7,+1
A1CVPBZYFSVIAQ,-1
A2OGKKYG2HM7R3,+1
A36JDIN9RAAIEC,+1
A31KEDM3BCYK6D,+1
A3SYJR1HDV113W,+1
A5D2SF1EMAAB2,+1
ANKQGTXHREOI5,+1
A1K33E0M8K6S63,+1
A2M3V7P6G9DC7K,+1
A2ZM0DD9ECO86J,+1
A346XW97VHQG45,+1
A1TCSC0YWT82Q0,+1
A1F7YU6O5RU432,+1
A2F66WDN8IO18N,+1
A13K3ZLWAWN1EI,+1
A13J57AACBVI5I,+1
A2U58C5IL0TCN4,+1
A1MJI53T1G0OUT,+1
A2V5M9PJB971I2,+1
A1SYLII0808HD6,+1
AEHE32JEKAQGP,+1
A2VQWV1HMW99AS,+1
A2VG3F7CA6O9QZ,+1
A21F5EJGLBH2QL,-1
A2BZQDGWUEB3I6,+1
A13Q6H52XULPYL,+1
A7XO1DM6W3DOS,+1
ATNY35C54SQPO,+1
AQGPU024J69ZV,+1
A17CZLR2CM1XIQ,+1
A3KIP9MC041DGZ,+1
A1GI83PGPXAK26,+1
A3VQ9K1V0Z76I1,+1
ATZ318UY72KZ0,+1
A1WOMXOEX90ARI,+1
AOTSKKZMF4LHM,+1
A21S0K5PU4YO9L,+1
A2CV6KXDKFYIN1,+1
ALH32SI0M8855,+1
A3RCDQEGJRTEY4,+1
A2V0387TN0IQW1,+1
A1LL6T11TQTRY,+1
A1QU1I8G0THMA0,+1
A3RR2P5IS3DGPR,+1
A11NFERETUWA8Z,+1
ADBBSN68NTDII,+1
AOA8FL94KQ6XP,-1
A1V81ZAUGS0LE3,+1
AQLL2R1PPR46X,+1
AS9BM0ZQOXMCY,+1
AY3XPKRAMKKY7,+1
A23PF0J8IKZHKI,+1
A19Y3Z5SFLDYPK,+1
A3HHYHVG9XJ58Z,-1
A3774UJAKO4FHI,+1
A380S0FSWNY6QK,+1
A3U9QS8DG7S7JP,+1
AATQJWMI88ZP6,+1
A12WJO174B5F51,+1
AO0HPTFIKQE9B,+1
A23MKSHD31YDNE,+1
A3J4NARZK4Q4PX,+1
A2L23BYEPDQT6M,+1
A1NS4SJZFYMKMG,+1
AQ6AGWKWMTY8H,+1
A3SGJD66DQULZY,+1
